date,symbol,strike,expiry,contracts,premium,market_value
2026-03-04,NVDA,220,2026-06-18,5000,5.8,2900000.0
2026-03-04,NVDA,250,2027-01-15,8200,12.65,10373000.0
2026-03-04,ONDS,12,2026-03-06,3000,0.08,24000.0
2026-03-04,ONON,52.5,2026-03-20,6000,0.15,90000.0
2026-03-04,ORCL,155,2026-03-06,5000,2.02,1010000.0
2026-03-04,PANW,160,2026-03-06,1300,1.62,210600.0
2026-03-04,PATH,15,2026-05-15,2500,0.62,155000.0
2026-03-04,PBF,40,2026-03-20,1000,5.8,580000.0
2026-03-04,PBR,22,2027-01-15,4900,0.73,357700.0
2026-03-04,PLTR,150,2026-03-20,5000,8.88,4440000.0
2026-03-04,RDW,10.5,2026-03-06,1500,0.08,12000.0
2026-03-04,REAL,12.5,2026-05-15,8000,1.55,1240000.0
2026-03-04,REAL,12.5,2026-05-15,2300,1.55,356500.0
2026-03-04,RKLB,79,2026-03-20,1100,2.98,327800.0
2026-03-04,RTX,227.5,2026-03-20,2200,0.92,202400.0
2026-03-04,SATS,135,2026-06-18,1000,9.1,910000.0
2026-03-04,SE,105,2026-04-17,2500,1.71,427500.0
2026-03-04,SIL,115,2026-07-17,6000,13.35,8010000.0
2026-03-04,SHOP,85,2027-06-17,2000,60.08,12016000.0
2026-03-04,SPY,700,2026-04-17,13000,8.24,10712000.0
2026-03-04,STUB,10,2026-05-15,3000,2.0,600000.0
2026-03-04,TSLA,410,2026-03-20,20000,12.7,25400000.0
2026-03-04,TSLA,560,2028-12-15,3800,104.58,39740400.0
2026-03-04,UNH,290,2026-04-02,1000,11.12,1112000.0
2026-03-04,UNM,80,2026-06-18,1665,1.82,303030.0
2026-03-04,USAR,28,2026-04-17,4000,0.59,236000.0
2026-03-04,USO,105,2026-03-20,2500,2.67,667500.0
2026-03-04,WULF,16.5,2026-04-02,1250,1.23,153750.0
2026-03-04,XOP,160,2026-04-17,1000,8.93,893000.0
2026-03-04,AG,32,2026-04-17,1300,2.23,289900.0
2026-03-04,BIDU,110,2026-07-17,550,18.77,1032350.0
2026-03-04,BKU,55,2026-08-21,7500,2.23,1672500.0
2026-03-04,BNO,45,2026-03-20,2000,1.15,230000.0
2026-03-04,BNO,45,2026-03-20,1200,1.15,138000.0
2026-03-04,BTG,6,2026-04-02,5000,0.2,100000.0
2026-03-04,CORZ,18,2026-04-17,1250,1.06,132500.0
2026-03-04,CRCL,110,2026-04-17,4000,10.22,4088000.0
2026-03-04,CRCL,100,2027-01-15,2000,33.8,6760000.0
2026-03-04,DAL,64,2026-03-13,2000,2.12,424000.0
2026-03-04,DINO,60,2026-03-20,5000,1.05,525000.0
2026-03-04,EOSE,10,2026-07-17,4000,1.02,408000.0
2026-03-04,FCX,61,2026-03-20,2000,6.55,1310000.0
2026-03-04,FRO,37,2026-04-17,1375,2.55,350625.0
2026-03-04,GLD,530,2026-04-17,5000,5.28,2640000.0
2026-03-04,INTA,25,2026-03-20,1000,3.1,310000.0
2026-03-04,INTC,50,2026-04-17,10000,2.29,2290000.0
2026-03-04,IREN,40,2026-03-27,1050,7.25,761250.0
2026-03-04,LUNR,20.5,2026-03-06,1200,0.18,21600.0
2026-03-04,MHK,120,2026-03-20,3000,1.88,564000.0
2026-03-04,MSFT,410,2026-04-02,2200,11.77,2589400.0
2026-03-04,NCLH,22,2026-03-06,5000,0.12,60000.0
2026-03-04,NFLX,100,2026-03-20,2000,2.56,512000.0
2026-03-04,ONDS,11,2026-03-06,1700,0.24,40800.0
2026-03-04,OXY,60,2026-05-15,4000,1.48,592000.0
2026-03-04,RDDT,130,2026-08-21,200,39.58,791600.0
2026-03-04,SE,80,2026-04-17,3800,11.82,4491600.0
2026-03-04,SLNO,50,2026-04-17,1100,1.07,117700.0
2026-03-04,TBT,35,2026-03-20,3000,0.1,30000.0
2026-03-04,TLT,95,2026-09-18,6000,1.07,642000.0
2026-03-04,TLT,96,2026-09-18,10000,0.9,900000.0
2026-03-04,TSM,350,2026-07-17,800,44.53,3562400.0
2026-03-04,U,24,2026-06-18,1200,2.4,288000.0
2026-03-04,UCO,35,2026-03-20,1200,1.75,210000.0
2026-03-04,URA,60,2028-01-21,9000,14.15,12735000.0
2026-03-04,WDAY,155,2026-04-17,2900,4.5,1305000.0
2026-03-04,XPEV,14,2026-09-18,1000,4.1,410000.0
2026-03-04,ZIM,28,2026-03-20,3000,1.55,465000.0
2026-03-04,MDB,290,2026-06-18,1200,20.45,2454000.0
2026-03-04,AMD,205,2026-03-20,1200,8.25,990000.0
2026-03-04,AMZN,240,2026-03-27,2000,0.69,138000.0
2026-03-04,AMZN,250,2027-12-17,3200,36.88,11801600.0
2026-03-04,ASTS,120,2026-03-20,2500,4.58,1145000.0
2026-03-04,ATI,180,2026-05-15,800,6.95,556000.0
2026-03-04,AVGO,360,2026-03-06,5000,1.06,530000.0
2026-03-04,BKKT,12,2026-03-20,1200,0.48,57600.0
2026-03-04,BSX,74,2026-04-02,4000,2.85,1140000.0
2026-03-04,BSX,87.5,2026-06-18,10000,1.5,1500000.0
2026-03-04,CDNS,310,2026-09-18,1600,40.0,6400000.0
2026-03-04,CRCL,102,2026-03-06,2000,4.97,994000.0
2026-03-04,CRGY,12.5,2026-04-17,10000,0.57,570000.0
2026-03-04,CROX,92.5,2026-04-17,3000,1.85,555000.0
2026-03-04,CRWV,80,2026-04-02,1200,8.12,974400.0
2026-03-04,CSCO,81,2026-03-13,2120,1.38,292560.0
2026-03-04,DAL,80,2026-06-18,1000,1.96,196000.0
2026-03-04,DKNG,27.5,2026-04-17,7400,1.24,917600.0
2026-03-04,EWG,44,2026-04-17,1500,0.35,52500.0
2026-03-04,EWZ,40,2026-06-18,3000,1.7,510000.0
2026-03-04,FSLR,240,2026-05-15,1200,8.12,974400.0
2026-03-04,GLW,190,2026-04-17,1500,2.62,393000.0
2026-03-04,GLW,190,2026-04-17,750,2.62,196500.0
2026-03-04,GOOGL,650,2028-01-21,5000,9.65,4825000.0
2026-03-04,GTLB,25,2026-03-06,1250,0.73,91250.0
2026-03-04,HOOD,140,2026-09-18,1500,3.75,562500.0
2026-03-04,IBIT,50,2026-04-17,12000,0.63,756000.0
2026-03-04,IGV,91,2026-04-17,1600,2.05,328000.0
2026-03-04,IGV,95,2026-05-15,1700,2.05,348500.0
2026-03-04,INSM,165,2026-04-17,2000,4.05,810000.0
2026-03-04,INTC,50,2026-04-17,1500,2.29,343500.0
2026-03-04,INTC,43,2026-08-21,1500,9.23,1384500.0
2026-03-04,IREN,55,2026-04-02,1000,1.66,166000.0
2026-03-04,KMI,35,2027-01-15,1000,2.83,283000.0
2026-03-04,LNG,300,2027-06-17,450,19.45,875250.0
2026-03-04,META,680,2026-03-20,2000,12.2,2440000.0
2026-03-04,META,745,2026-05-15,550,16.2,891000.0
2026-03-04,MITK,20,2026-10-16,885,1.6,141600.0
2026-03-04,MSFT,445,2026-04-17,8000,3.72,2976000.0
2026-03-04,MSTR,175,2026-03-20,1500,1.89,283500.0
2026-03-04,MU,410,2026-03-06,5000,6.12,3060000.0
2026-03-04,NEM,130,2026-03-20,2000,2.16,432000.0
2026-03-04,NOK,12,2026-09-18,2000,0.37,74000.0
2026-03-04,NU,16,2026-04-17,4000,0.53,212000.0
2026-03-04,NVDA,185,2026-03-06,10000,1.66,1660000.0
2026-03-04,OKLO,75,2026-03-20,3000,2.54,762000.0
2026-03-04,PATH,11,2026-08-21,1200,2.37,284400.0
2026-03-04,PBF,46,2026-03-20,1000,2.38,238000.0
2026-03-04,PBF,44,2026-03-20,4000,3.25,1300000.0
2026-03-04,PBR,17,2027-01-15,1500,2.01,301500.0
2026-03-04,PFE,28,2026-05-15,8000,0.68,544000.0
2026-03-04,PLTR,175,2027-01-15,1000,26.55,2655000.0
2026-03-04,POET,8,2026-04-17,1200,0.64,76800.0
2026-03-04,PSTG,110,2028-01-21,2000,10.7,2140000.0
2026-03-04,RKLB,80,2026-03-13,1000,1.56,156000.0
2026-03-04,SABR,3,2026-04-17,6500,0.08,52000.0
2026-03-04,SKM,35,2026-04-17,1500,1.82,273000.0
2026-03-04,SMCI,35,2026-03-20,3000,1.04,312000.0
2026-03-04,SMCI,36,2026-03-20,1200,0.77,92400.0
2026-03-04,SOFI,20,2026-05-15,2000,1.74,348000.0
2026-03-04,SOFI,22,2026-10-16,1000,2.9,290000.0
2026-03-04,SOXX,345,2026-04-17,2850,16.75,4773750.0
2026-03-04,TAN,60,2026-05-15,1500,2.2,330000.0
2026-03-04,TLS,5,2026-04-17,5000,0.62,310000.0
2026-03-04,TLT,90,2026-03-20,2000,0.45,90000.0
2026-03-04,TLT,90,2027-06-17,10000,4.3,4300000.0
2026-03-04,U,21,2026-03-13,5500,0.82,451000.0
2026-03-04,WULF,18.5,2026-03-20,2000,0.34,68000.0
2026-03-04,XENE,45,2026-03-20,1500,6.3,945000.0
